pubDate,title,summary,infoSource,sourceUrl,province,provinceId
1.58E+12,河南省无新增确诊病例，新增出院病例41例," 2020年2月27日0-24时，河南省无新增新型冠状病毒肺炎确诊病例，新增出院病例41例。截至2月27日24时，全省累计报告新型冠状病毒肺炎确诊病例1272例，现有重症病例9例，现有危重病例9例，累计死亡病例20例，累计出院病例1103例。目前累计追踪到密切接触者39150人，2月27日已解除观察476人，共有1858人正在接受医学观察。
    

  ",河南卫健委,http://www.hnwsjsw.gov.cn/contents/858/48755.shtml,,41
1.58E+12,河南新增确诊1例，新增出院39例,"2020年2月26日0-24时，河南省新增新型冠状病毒肺炎确诊病例1例,新增出院病例39例，新增死亡病例1例。目前累计追踪到密切接触者39134人，2月26日已解除观察697人，共有2313人正在接受医学观察。",河南卫健委,http://www.hnwsjsw.gov.cn/contents/858/48741.shtml,,41
1.58E+12,"河南省无新增确诊病例,新增出院病例34例","2020年2月25日0-24时，河南省无新增新型冠状病毒肺炎确诊病例,新增出院病例34例。截至2月25日24时，全省累计报告新型冠状病毒肺炎确诊病例1271例，现有重症病例17例，现有危重病例11例，累计死亡病例19例，累计出院病例1023例。

  ",河南卫健委,http://www.hnwsjsw.gov.cn/contents/858/48722.shtml,,41
1.58E+12,河南省无新增确诊，累计1271例,"2020年2月24日0-24时，河南省无新增新型冠状病毒肺炎确诊病例,新增出院病例59例。截至2月24日24时，全省累计报告新型冠状病毒肺炎确诊病例1271例，现有重症病例17例，现有危重病例14例，累计死亡病例19例，累计出院病例989例。目前累计追踪到密切接触者39098人，2月24日已解除观察737人，共有3734人正在接受医学观察。",河南卫健委,http://www.hnwsjsw.gov.cn/contents/858/48699.shtml,,41
1.58E+12,河南省新冠肺炎确诊病例首次零增长，新增出院病例69例,"?2020年2月23日0-24时，河南省无新增新型冠状病毒肺炎确诊病例,新增出院病例69例。? ?截至2月23日24时，全省累计报告新型冠状病毒肺炎确诊病例1271例，现有重症病例13例，现有危重病例17例，累计死亡病例19例，累计出院病例930例。
  ",河南卫健委,http://www.hnwsjsw.gov.cn/contents/858/48679.shtml,,41
1.58E+12,河南新增确诊1例，新增治愈59例,"2020年2月22日0-24时，河南省新增新型冠状病毒肺炎确诊病例1例,新增出院病例59例。截至2月22日24时，全省累计报告新型冠状病毒肺炎确诊病例1271例，现有重症病例17例，现有危重病例21例，累计死亡病例19例，累计出院病例861例。目前累计追踪到密切接触者38909人，2月22日已解除观察6419人，共有5289人正在接受医学观察。
 ",河南卫健委,http://www.hnwsjsw.gov.cn/contents/858/48658.shtml,,41
1.58E+12,"河南省新确诊病例3例,新增出院病例85例","
  2020年2月21日0-24时，河南省新增新型冠状病毒肺炎确诊病例3例,新增出院病例85例。新增确诊病例中，信阳市3例。截至2月21日24时，全省累计报告新型冠状病毒肺炎确诊病例1270例，现有重症病例21例，现有危重病例23例，累计死亡病例19例，累计出院病例802例。

  ",河南卫健委,http://www.hnwsjsw.gov.cn/contents/858/48647.shtml,,41
1.58E+12,河南新增4例，累计1265例,"2020年2月19日0-24时，河南省新增新型冠状病毒肺炎确诊病例4例,新增出院病例62例。截至2月19日24时，全省累计报告新型冠状病毒肺炎确诊病例1265例，目前累计追踪到密切接触者37617人，2月19日已解除观察6334人，诊断为疑似53人，共有7498人正在接受医学观察。
 ",河南卫健委,http://www.hnwsjsw.gov.cn/contents/858/48613.shtml,,41
1.58E+12,河南信阳出现两例超常规病例,2月16日，河南新增15例新冠肺炎确诊病例。河南信阳新县昨天通报了2例确诊病例的情况：2例确诊病例潜伏时间长、传染源不明确、确诊困难，并且具有较强传染性。,央视新闻,http://m.weibo.cn/2656274875/4472875027456762,,41
1.58E+12,河南信阳出现两例超常规病例：密切接触30多天才确诊,河南信阳新县昨天通报了2例确诊病例的情况：2例确诊病例潜伏时间长、传染源不明确、确诊困难，并且具有较强传染性。,央视新闻,http://m.weibo.cn/2656274875/4472874574188786,,41
1.58E+12,河南新增19例新冠肺炎，累计确诊1231例,"2020年2月15日0-24时，河南省新增新型冠状病毒肺炎确诊病例19例,新增出院病例42例。截至2月15日24时，全省累计报告新型冠状病毒肺炎确诊病例1231例，累计死亡病例13例，累计出院病例397例（核减1例）。目前累计追踪到密切接触者33787人，2月15日已解除观察6006人，诊断为疑似63人，共有8136人正在接受医学观察。",央视新闻,http://m.weibo.cn/2656274875/4472508029943016,,41
1.58E+12,"河南新增确诊15例,新增治愈55例，新增死亡1例","2020年2月13日0-24时，河南省新增新型冠状病毒肺炎确诊病例15例,新增治愈病例55例，新增死亡病例1例。新增确诊病例中，信阳市3例、驻马店市3例、许昌市3例、南阳市1例、郑州市1例、周口市1例、平顶山市1例、新乡市1例、商丘市1例。",河南卫健委,http://hnwsjsw.gov.cn/contents/854/48274.shtml,,41
1.58E+12,河南近期严禁师生返校，开学时间待定,"据河南省教育厅新冠肺炎疫情防控工作领导小组关于近期严禁师生返校的紧急通知：各地、各级各类学校在接到河南省疫情防控指挥部教育系统工作专班批准开学前，不得安排学生返校。除需要返校参加本校疫情防控工作的教职工外，不得安排其他教职工返校。各级各类学校开学时间，以河南省疫情防控指挥部教育系统工作专班正式批准的方案为准。
",央视新闻,http://m.weibo.cn/2656274875/4471463434306967,,41
1.58E+12,河南省新增确诊病例34例，累计1169例,"2020年2月12日0-24时，河南省新增新型冠状病毒肺炎确诊病例34例,新增出院病例27例，新增死亡病例2例。截至2月12日24时，全省累计报告新型冠状病毒肺炎确诊病例1169例，累计死亡病例10例，累计治愈病例258例。",河南卫健委,http://hnwsjsw.gov.cn/contents/854/48267.shtml,,41
1.58E+12,河南新增30例新冠肺炎，累计确诊1135例,2020年2月11日0-24时，河南省新增新型冠状病毒肺炎确诊病例30例，新增出院病例33例，新增死亡病例1例。截至2月11日24时，全省累计报告新型冠状病毒肺炎确诊病例1135例。目前累计追踪到密切接触者27752人，2月11日已解除观察4618人，诊断为疑似60人，共有10432人正在接受医学观察。,央视新闻,http://m.weibo.cn/2656274875/4471058893419811,,41
1.58E+12,河南新增确诊32例，累计确诊1105例,"  2020年2月10日0-24时，河南省新增新型冠状病毒肺炎确诊病例32例,新增出院病例29例，新增死亡病例1例。截至2月10日24时，全省累计报告新型冠状病毒肺炎确诊病例1105例，现有重症病例60例，现有危重病例31例，累计死亡病例7例，累计治愈病例198例。",河南卫健委,http://hnwsjsw.gov.cn/contents/854/48232.shtml,,41
1.58E+12,河南新增确诊病例40例，累计1073例,"  2020年2月9日0-24时，河南省新增新型冠状病毒肺炎确诊病例40例,新增出院病例38例。新增确诊病例中，信阳市15例（含固始县5例）、驻马店市7例、郑州市4例、周口市3例、平顶山市2例、洛阳市2例、新乡市2例（含长垣市1例）、濮阳市1例、安阳市1例、商丘市1例、南阳市1例、焦作市1例。截至2月9日24时，全省累计报告新型冠状病毒肺炎确诊病例1073例，现有重症病例63例，现有危重病例31例，累计死亡病例6例，累计治愈病例169例。目前累计追踪到密切接触者24627人，2月9日已解除观察3890人，诊断为疑似56人，共有10199人正在接受医学观察。      ",河南卫健委,http://hnwsjsw.gov.cn/contents/854/48218.shtml,,41
1.58E+12,河南新增确诊53例，累计确诊1033例,"2月8日0-24时，河南省新增新型冠状病毒肺炎确诊病例53例。截至2月8日24时，全省累计报告新型冠状病毒肺炎确诊病例1033例。
",人民网,http://m.weibo.cn/2286908003/4469976481975962,,41
1.58E+12,河南新增67例，累计981例,"2020年2月7日0-24时，河南省新增新型冠状病毒感染的肺炎确诊病例67例,新增出院病例29例，新增死亡病例1例。截至2月7日24时，全省累计报告新型冠状病毒感染的肺炎确诊病例981例，现有重症病例58例，现有危重病例28例，累计死亡病例4例，累计治愈病例97例。目前累计追踪到密切接触者20928人，2月7日已解除观察3516人，诊断为疑似56人，共有10187人正在接受医学观察。",人民网,http://m.weibo.cn/2286908003/4469618531860175,,41
1.58E+12,河南新增确诊病例63例，累计914例,"【#河南新增确诊病例63例#，#河南累计确诊914例#】2020年2月6日0-24时，河南省新增新型冠状病毒感染的肺炎确诊病例63例，新增出院病例14例，新增死亡病例1例。新增确诊病例中，郑州市10例、开封市2例（含兰考县1例）、洛阳市3例、平顶山市5例、安阳市3例、鹤壁市1例、焦作市1例、许昌市2例、南阳市7例（含邓州市1例）、商丘市7例（含永城市1例）、信阳市12例（含固始县3例）、周口市1例、驻马店市8例（含新蔡县1例）、济源示范区1例。截至2月6日24时，河南省累计报告新型冠状病毒感染的肺炎确诊病例914例，现有重症病例48例，现有危重病例27例，累计死亡病例3例，累计治愈病例68例。目前累计追踪到密切接触者19555人，2月6日已解除观察3356人，诊断为疑似66人，共有10138人正在接受医学观察。
",人民日报,http://m.weibo.cn/2803301701/4469251417128460,,41
1.58E+12,河南版小汤山医院正式交付,"历时11天，河南版“小汤山”医院今日完成验收移交。医院分为四大功能区，采用防渗膜全覆盖，雨污水全收集消毒；病患、医护、污物、后勤动线分离处理，最大程度做到“洁污分流、医患分流”。
",人民网,http://m.weibo.cn/2286908003/4469068818270878,,41
1.58E+12,河南新增87例确诊病例，累计确诊851例,2月5日0-24时，河南省新增新型冠状病毒感染的肺炎确诊病例87例，新增出院病例13例。截至2月5日24时，全省累计报告新型冠状病毒感染的肺炎确诊病例851例，现有重症病例38例，现有危重病例24例，累计死亡病例2例，累计治愈病例54例。目前累计追踪到密切接触者17467人，2月5日已解除观察2415人，诊断为疑似45人，共有9950人正在接受医学观察。,央视新闻,http://m.weibo.cn/2656274875/4468885715977478,,41
1.58E+12,河南新增89例累计确诊764例,"【#河南新增89例累计确诊764例#】2月4日0-24时，河南省新增新型冠状病毒感染的肺炎确诊病例89例,新增出院病例21例。截至4日24时，河南累计报告新型冠状病毒感染的肺炎确诊病例764例，现有重症病例38例，危重病例19例，累计死亡病例2例，累计治愈病例41例。目前累计追踪到密切接触者16088人，2月4日已解除观察2285人，诊断为疑似52人，共有9695人正在接受医学观察。
",央视新闻,http://m.weibo.cn/2656274875/4468529791025566,,41
1.58E+12,河南新增89例累计764例,"#新冠肺炎最新动态#【#河南新增89例累计764例#】2020年2月4日0-24时，河南省新增新型冠状病毒感染的肺炎确诊病例89例,新增出院病例21例。新增确诊病例中，郑州市7例、开封市5例、洛阳市5例、平顶山市6例、安阳市2例、新乡市6例、焦作市3例、许昌市5例、漯河市1例、南阳市8例、商丘市1例、信阳市26例（含固始县1例）、周口市4例（含鹿邑县1例）、驻马店市10例。截至2月4日24时，全省累计报告新型冠状病毒感染的肺炎确诊病例764例，现有重症病例38例，现有危重病例19例，累计死亡病例2例，累计治愈病例41例。其中：确诊病例中，郑州市92例（含巩义市8例,巩义核增1例）、开封市17例（含兰考县4例）、洛阳市17例、平顶山市34例（含汝州市1例）、安阳市35例（含滑县1例）、鹤壁市10例、新乡市39例（含长垣市3例）、焦作市15例、濮阳市4例、许昌市24例、漯河市24例、三门峡市7例、南阳市107例（含邓州市15例）、商丘市61例（含永城市9例）、信阳市138例（含固始县12例）、周口市56例（含鹿邑县6例）、驻马店市82例（含新蔡县7例）、济源示范区2例。目前累计追踪到密切接触者16088人，2月4日已解除观察2285人，诊断为疑似52人，共有9695人正在接受医学观察。网页链接
",人民网,http://m.weibo.cn/2286908003/4468526016478869,,41
1.58E+12,河南新增109例确诊病例，累计确诊675例,"2020年2月3日0-24时，河南省新增新型冠状病毒感染的肺炎确诊病例109例,新增出院病例6例。截至2月3日24时，全省累计报告新型冠状病毒感染的肺炎确诊病例675例，现有重症病例39例，现有危重病例15例，累计死亡病例2例，累计治愈病例20例。目前累计追踪到密切接触者14533人，2月3日已解除观察1827人，诊断为疑似44人，共有9030人正在接受医学观察。",人民日报,http://m.weibo.cn/2803301701/4468162122272492,,41
1.58E+12,河南新增73例确诊病例,"2月2日0-24时，河南省新增新型冠状病毒感染的肺炎确诊病例73例,新增出院病例10例。新增确诊病例中，郑州市7例、平顶山市5例（含汝州市1例）、安阳市4例、新乡市4例、焦作市1例、许昌市2例、漯河市4例、南阳市8例（含邓州市1例）、商丘市6例（含永城市1例）、信阳市11例、周口市7例（含鹿邑县1例）、驻马店市12例、济源示范区2例。截至2月2日24时，全省累计报告新型冠状病毒感染的肺炎确诊病例566例，现有重症病例30例，现有危重病例14例，累计死亡病例2例，累计治愈病例14例。其中：确诊病例中，郑州市72例（含巩义市7例）、开封市11例（含兰考县4例）、洛阳市7例、平顶山市19例（含汝州市1例）、安阳市29例（含滑县1例）、鹤壁市8例、新乡市27例（含长垣市2例）、焦作市8例、濮阳市3例、许昌市15例、漯河市20例、三门峡市7例、南阳市84例（含邓州市15例）、商丘市50例（含永城市9例）、信阳市99例（含固始县9例）、周口市47例（含鹿邑县5例）、驻马店市58例（含新蔡县5例）、济源示范区2例。目前累计追踪到密切接触者12797人，2月2日已解除观察1424人，诊断为疑似26人，共有8250人正在接受医学观察。",人民网,http://m.weibo.cn/2286908003/4467801052214356,,41
1.58E+12,河南新增71例，累计确诊493例,"2020年2月1日0-24时，河南省新增新型冠状病毒感染的肺炎确诊病例71例,新增出院病例1例。新增确诊病例中，郑州市9例、开封市3例、洛阳市2例、焦作市5例、平顶山市3例、鹤壁市2例、许昌市1例、漯河市2例、南阳市9例、商丘市7例、信阳市18例、周口市2例、驻马店市6例、永城市1例、邓州市1例。截至2月1日24时，全省累计报告新型冠状病毒感染的肺炎确诊病例493例，现有重症病例32例，现有危重病例12例，累计死亡病例2例，累计治愈病例4例，现有疑似病例754例。其中：确诊病例中，郑州市65例、开封市11例、洛阳市7例、平顶山市14例、安阳市24例、鹤壁市8例、新乡市21例、焦作市7例、濮阳市3例、许昌市13例、漯河市16例、三门峡市7例、南阳市62例、商丘市36例、信阳市88例、周口市40例、驻马店市46例、滑县1例、长垣市2例、永城市8例、邓州市14例。目前累计追踪到密切接触者11012人，2月1日已解除观察1263人，诊断为疑似17人，共有7162人正在接受医学观察。
",人民日报,http://m.weibo.cn/2803301701/4467437187425854,,41
1.58E+12,河南新增确诊70例，累计422例,"2020年1月31日0-24时，河南省新增新型冠状病毒感染的肺炎确诊病例70例。截至1月31日24时，全省累计报告新型冠状病毒感染的肺炎确诊病例422例，现有重症病例36例，现有危重病例5例，累计死亡病例2例，累计治愈病例3例，现有疑似病例751例。目前累计追踪到密切接触者8908人，31日已解除观察1964人，诊断为疑似14人，共有6238人正在接受医学观察。
",人民日报,http://m.weibo.cn/2803301701/4467080500301598,,41
1.58E+12,河南新增确诊74例，累计352例,2020年1月30日0-24时，河南省新增新型冠状病毒感染的肺炎确诊病例74例，新增危重1例、治愈1例。新增确诊病例中，郑州市4例、开封市2例、洛阳市1例、平顶山市2例、安阳市4例、新乡市4例、濮阳市2例、许昌市5例、漯河市2例、三门峡市1例、南阳市10例、商丘市9例、信阳市7例、周口市11例、驻马店市5例、长垣市1例、永城市4例。截至1月30日24时，全省累计报告新型冠状病毒感染的肺炎确诊病例352例，重症37例、危重5例、死亡2例、治愈3例。其中：确诊病例中，郑州市50例、开封市6例、洛阳市3例、平顶山市10例、安阳市20例、鹤壁市6例、新乡市15例、焦作市2例、濮阳市3例、许昌市8例、漯河市13例、三门峡市6例、南阳市61例、商丘市27例、信阳市49例、周口市36例、驻马店市30例、滑县1例、长垣市2例、永城市4例。目前累计追踪到密切接触者7512人，当日解除医学观察804人，诊断为疑似4人，共有6215人正在接受医学观察。,央视新闻,http://m.weibo.cn/2656274875/4466717231557959,,41
1.58E+12,河南多地急需医护物资,1月29日，河南新增72例新型肺炎，截至29日24时，河南省已累计报告确诊病例278例。日前，河南省内多家医疗机构发布公开征集信，向社会求助医疗保障物资。期盼每个人都能为这场看不见硝烟的战役尽自己的一份绵薄之力，共解医疗机构的燃眉之急！ ,人民日报,http://m.weibo.cn/2803301701/4466376582878763,,41
1.58E+12,河南新增72例，累计278例,2020年1月29日0-24时，16市（县）报告新型冠状病毒感染的肺炎新增确诊病例72例，新增重症病例4例、死亡1例、治愈1例。截至1月29日24时，全省累计报告新型冠状病毒感染的肺炎确诊病例278例，重症37例、危重4例、死亡2例、治愈2例。目前追踪到密切接触者5288人，已解除医学观察499人，诊断为疑似29人，尚有4760人正在接受医学观察。,央视新闻,http://m.weibo.cn/2656274875/4466353341766027,,41
1.58E+12,河南累计确诊206例，河南新增确诊38例,"2020年1月28日0-24时，12市（县）报告新型冠状病毒感染的肺炎新增确诊病例38例，新增重症病例4例、死亡1例、治愈1例。目前追踪到密切接触者3158人，已解除医学观察312人，诊断为疑似78人，尚有2768人正在接受医学观察。
",人民日报,http://m.weibo.cn/2803301701/4465985417721321,,41
1.58E+12,河南新增确诊40例，河南累计确诊168例,"2020年1月27日0-24时，河南省12市（县）新型冠状病毒感染的肺炎新增确诊病例40例，新增重症病例11例、危重2例。其中：
焦作市为报告首例确诊病例，确诊2例。其他地市新增确诊病例中，郑州市8例、开封市1例、安阳市4例、新乡市2例、许昌市1例、漯河市3例、南阳市7例、商丘市1例、周口市4例、信阳市6例、驻马店市1例。",人民日报,https://weibo.com/2803301701/Irx8K6f6P?from=page_1002062803301701_profile&wvr=6&mod=weibotime&type=comment#_rnd1580170855070,,41
1.58E+12,河南首例死亡病例病情披露,据河南南阳市卫健委：河南首例新型冠状病毒感染的肺炎死者常某，男，79岁，唐河县人，长期武汉居住史。1月22日因咳嗽、气喘入院治疗，入院诊断社区获得性重症肺炎、脓毒血症、Ⅰ型呼吸衰竭，1月25日23：05抢救无效死亡。患者有慢性支气管炎、营养不良基础疾病。死亡诊断：社区获得性重症肺炎（细菌及新型冠状病毒感染）、脓毒血症、Ⅰ型呼吸衰竭。患者既往有慢性气管炎、营养不良基础病。,央视新闻,http://m.weibo.cn/2656274875/4465597486027510,,41
1.58E+12,郑州新型冠状病毒隔离病房开建，2月5日完工交付投入使用,为遏制武汉新型冠状病毒感染肺炎疫情蔓延扩散，河南郑州将在原郑州市第一人民医院港区医院老院区的基础上进行改造，建设隔离病房，建设内容包括现有门诊楼改造以及新建病区等。项目总体工期为10天，即自今天开工，至2月5日完工交付投入使用。,央视新闻,http://m.weibo.cn/2656274875/4465395647403284,,41
1.58E+12,河南新增确诊病例45例，累计128例,1月26日0-24时，15市(县)报告新型冠状病毒感染的肺炎新增确诊病例45例。开封市、鹤壁市、许昌市、商丘市为报告首例确诊病例。其中：开封市1例、鹤壁市2例、许昌市1例、商丘市6例。,央视新闻,http://m.weibo.cn/2656274875/4465261555795150,,41
1.58E+12,河南新增新型肺炎 51 例，累计 83 例,2020年1月25日0-24时，10市（县）报告新型冠状病毒感染的肺炎新增确诊病例51例。安阳市、漯河市为报告首例确诊病例。其中：安阳市3例、漯河市3例。其他地市新增确诊病例中，郑州市12例、平顶山市1例、新乡市2例、三门峡市1例、周口市1例、驻马店市5例、南阳市7例、信阳市16例。,人民日报,https://m.weibo.cn/status/4464898543426982,,41
1.58E+12,河南启动一级响应,1月25日上午，河南宣布启动新型冠状病毒肺炎疫情防控一级应急响应。,人民日报,http://m.weibo.cn/2803301701/4464616673761317,,41
1.58E+12,河南新增23例新型肺炎确诊病例，累计32例,河南省卫健委通报：1月24日0-24时，8市（县）报告新型冠状病毒感染的肺炎新增确诊病例23例。平顶山市、新乡市、南阳市、驻马店市、固始县为报告首例确诊病例。其中：平顶山市1例、新乡市1例、南阳市8例、驻马店市2例、固始县1例。其他地市新增确诊病例中，郑州市3例、周口市3例、信阳市4例。,人民日报,https://m.weibo.cn/status/4464553351466229,,41
1.58E+12,河南新冠肺炎新增确诊病例4例,截至1月23日24时，河南省卫生健康委收到省内6市（县）累计报告新型冠状病毒感染的肺炎确诊病例9例，重症病例1例，无死亡病例。其中：确诊病例中，郑州市3例、洛阳市1例、三门峡市1例、信阳市1例、周口市1例、巩义市2例；重症病例中，周口市1例。目前追踪到密切接触者306人，已解除医学观察3人，尚有303人正在接受医学观察。,人民日报,https://weibo.com/2803301701/IqVxI77w5?ref=home&rid=10_0_202_2666905757148172369_0_0_0,,41
1.58E+12,河南新冠肺炎新增确诊病例4例,截至1月23日24时，河南省卫生健康委收到省内6市（县）累计报告新型冠状病毒感染的肺炎确诊病例9例，重症病例1例，无死亡病例。其中：确诊病例中，郑州市3例、洛阳市1例、三门峡市1例、信阳市1例、周口市1例、巩义市2例；重症病例中，周口市1例。目前追踪到密切接触者306人，已解除医学观察3人，尚有303人正在接受医学观察。,人民日报,https://weibo.com/2803301701/IqVxI77w5?ref=home&rid=10_0_202_2666905757148172369_0_0_0,,41
1.58E+12,河南新增4例新型肺炎确诊病例，均有武汉居住史,截至2020年1月22日18时，河南累计报告新型冠状病毒感染的肺炎病例5例（郑州市2例、洛阳市1例、三门峡市1例、巩义市1例）。所有病例均有武汉居住史，目前均在定点医疗机构接受隔离治疗。无死亡病例。,人民日报,https://weibo.com/2803301701/IqGV4lCay?from=page_1002062803301701_profile&wvr=6&mod=weibotime&type=comment#_rnd1579692531310,,41
1.58E+12,国家卫生健康委确认河南省郑州市首例输入性新型冠状病毒感染的肺炎确诊病例。,国家卫生健康委确认我省首例输入性新型冠状病毒感染的肺炎确诊病例,河南省卫生健康委微博,http://dxys.com/B17WAO,,41
